key_id,match_date,Timeliness_Result
115,1934-05-31,Fail
116,1934-05-31,Fail
117,1934-05-31,Fail
118,1934-05-31,Fail
119,1934-05-31,Fail
120,1934-05-31,Fail
121,1934-05-31,Fail
122,1934-05-31,Fail
123,1934-05-31,Fail
124,1934-05-31,Fail
125,1934-05-31,Fail
126,1934-05-31,Fail
127,1934-06-01,Pass
128,1934-06-03,Pass
129,1934-06-03,Pass
130,1934-06-03,Pass
131,1934-06-03,Pass
132,1934-06-03,Pass
133,1934-06-07,Pass
134,1934-06-07,Pass
135,1934-06-07,Pass
136,1934-06-07,Pass
137,1934-06-07,Pass
138,1934-06-10,Pass
139,1934-06-10,Pass
140,1934-06-10,Pass
141,1938-06-04,Pass
142,1938-06-04,Pass
143,1938-06-05,Pass
144,1938-06-05,Pass
145,1938-06-05,Pass
146,1938-06-05,Pass
147,1938-06-05,Pass
148,1938-06-05,Pass
149,1938-06-05,Pass
150,1938-06-05,Pass
151,1938-06-05,Pass
152,1938-06-05,Pass
153,1938-06-05,Pass
154,1938-06-05,Pass
155,1938-06-05,Pass
156,1938-06-05,Pass
157,1938-06-05,Pass
158,1938-06-05,Pass
159,1938-06-05,Pass
160,1938-06-05,Pass
161,1938-06-05,Pass
162,1938-06-05,Pass
163,1938-06-05,Pass
164,1938-06-05,Pass
165,1938-06-05,Pass
166,1938-06-05,Pass
167,1938-06-05,Pass
168,1938-06-05,Pass
169,1938-06-05,Pass
170,1938-06-05,Pass
171,1938-06-05,Pass
172,1938-06-05,Pass
173,1938-06-05,Pass
174,1938-06-05,Pass
175,1938-06-05,Pass
176,1938-06-09,Pass
177,1938-06-09,Pass
178,1938-06-09,Pass
179,1938-06-09,Pass
180,1938-06-09,Pass
181,1938-06-09,Pass
182,1938-06-09,Pass
183,1938-06-09,Pass
184,1938-06-09,Pass
185,1938-06-12,Pass
186,1938-06-12,Pass
187,1938-06-12,Pass
188,1938-06-12,Pass
189,1938-06-12,Pass
190,1938-06-12,Pass
191,1938-06-12,Pass
192,1938-06-12,Pass
193,1938-06-12,Pass
194,1938-06-12,Pass
195,1938-06-12,Pass
196,1938-06-12,Pass
197,1938-06-12,Pass
198,1938-06-12,Pass
199,1938-06-12,Pass
200,1938-06-12,Pass
201,1938-06-14,Pass
202,1938-06-14,Pass
203,1938-06-14,Pass
204,1938-06-16,Pass
205,1938-06-16,Pass
206,1938-06-16,Pass
207,1938-06-16,Pass
208,1938-06-16,Pass
209,1938-06-16,Pass
210,1938-06-16,Pass
211,1938-06-16,Pass
212,1938-06-16,Pass
213,1938-06-19,Pass
214,1938-06-19,Pass
215,1938-06-19,Pass
216,1938-06-19,Pass
217,1938-06-19,Pass
218,1938-06-19,Pass
219,1938-06-19,Pass
220,1938-06-19,Pass
221,1938-06-19,Pass
222,1938-06-19,Pass
223,1938-06-19,Pass
224,1938-06-19,Pass
225,1950-06-24,Pass
226,1950-06-24,Pass
227,1950-06-24,Pass
228,1950-06-24,Pass
229,1950-06-25,Pass
230,1950-06-25,Pass
231,1950-06-25,Pass
232,1950-06-25,Pass
233,1950-06-25,Pass
234,1950-06-25,Pass
235,1950-06-25,Pass
236,1950-06-25,Pass
237,1950-06-25,Pass
238,1950-06-25,Pass
239,1950-06-25,Pass
240,1950-06-25,Pass
241,1950-06-25,Pass
242,1950-06-25,Pass
243,1950-06-28,Pass
244,1950-06-28,Pass
245,1950-06-28,Pass
246,1950-06-28,Pass
247,1950-06-28,Pass
248,1950-06-28,Pass
249,1950-06-28,Pass
250,1950-06-28,Pass
251,1950-06-28,Pass
252,1950-06-29,Pass
253,1950-06-29,Pass
254,1950-06-29,Pass
255,1950-06-29,Pass
256,1950-06-29,Pass
257,1950-06-29,Pass
258,1950-06-29,Pass
259,1950-07-01,Pass
260,1950-07-01,Pass
261,1950-07-02,Pass
262,1950-07-02,Pass
263,1950-07-02,Pass
264,1950-07-02,Pass
265,1950-07-02,Pass
266,1950-07-02,Pass
267,1950-07-02,Pass
268,1950-07-02,Pass
269,1950-07-02,Pass
270,1950-07-02,Pass
271,1950-07-02,Pass
272,1950-07-02,Pass
273,1950-07-02,Pass
274,1950-07-02,Pass
275,1950-07-02,Pass
276,1950-07-02,Pass
277,1950-07-02,Pass
278,1950-07-02,Pass
279,1950-07-02,Pass
280,1950-07-02,Pass
281,1950-07-02,Pass
282,1950-07-09,Pass
283,1950-07-09,Pass
284,1950-07-09,Pass
285,1950-07-09,Pass
286,1950-07-09,Pass
287,1950-07-09,Pass
288,1950-07-09,Pass
289,1950-07-09,Pass
290,1950-07-09,Pass
291,1950-07-09,Pass
292,1950-07-09,Pass
293,1950-07-09,Pass
294,1950-07-13,Pass
295,1950-07-13,Pass
296,1950-07-13,Pass
297,1950-07-13,Pass
298,1950-07-13,Pass
299,1950-07-13,Pass
300,1950-07-13,Pass
301,1950-07-13,Pass
302,1950-07-13,Pass
303,1950-07-13,Pass
304,1950-07-13,Pass
305,1950-07-13,Pass
306,1950-07-16,Pass
307,1950-07-16,Pass
308,1950-07-16,Pass
309,1950-07-16,Pass
310,1950-07-16,Pass
311,1950-07-16,Pass
312,1950-07-16,Pass
313,1954-06-16,Pass
314,1954-06-16,Pass
315,1954-06-16,Pass
316,1954-06-16,Pass
317,1954-06-16,Pass
318,1954-06-16,Pass
319,1954-06-16,Pass
320,1954-06-16,Pass
321,1954-06-16,Pass
322,1954-06-17,Pass
323,1954-06-17,Pass
324,1954-06-17,Pass
325,1954-06-17,Pass
326,1954-06-17,Pass
327,1954-06-17,Pass
328,1954-06-17,Pass
329,1954-06-17,Pass
330,1954-06-17,Pass
331,1954-06-17,Pass
332,1954-06-17,Pass
333,1954-06-17,Pass
334,1954-06-17,Pass
335,1954-06-17,Pass
336,1954-06-17,Pass
337,1954-06-17,Pass
338,1954-06-17,Pass
339,1954-06-17,Pass
340,1954-06-17,Pass
341,1954-06-17,Pass
342,1954-06-17,Pass
343,1954-06-17,Pass
344,1954-06-17,Pass
345,1954-06-17,Pass
346,1954-06-17,Pass
347,1954-06-19,Pass
348,1954-06-19,Pass
349,1954-06-19,Pass
350,1954-06-19,Pass
351,1954-06-19,Pass
352,1954-06-19,Pass
353,1954-06-19,Pass
354,1954-06-19,Pass
355,1954-06-19,Pass
356,1954-06-19,Pass
357,1954-06-19,Pass
358,1954-06-19,Pass
359,1954-06-19,Pass
360,1954-06-19,Pass
361,1954-06-19,Pass
362,1954-06-19,Pass
363,1954-06-19,Pass
364,1954-06-19,Pass
365,1954-06-19,Pass
366,1954-06-20,Pass
367,1954-06-20,Pass
368,1954-06-20,Pass
369,1954-06-20,Pass
370,1954-06-20,Pass
371,1954-06-20,Pass
372,1954-06-20,Pass
373,1954-06-20,Pass
374,1954-06-20,Pass
375,1954-06-20,Pass
376,1954-06-20,Pass
377,1954-06-20,Pass
378,1954-06-20,Pass
379,1954-06-20,Pass
380,1954-06-20,Pass
381,1954-06-20,Pass
382,1954-06-20,Pass
383,1954-06-20,Pass
384,1954-06-20,Pass
385,1954-06-20,Pass
386,1954-06-20,Pass
387,1954-06-20,Pass
388,1954-06-20,Pass
389,1954-06-20,Pass
390,1954-06-20,Pass
391,1954-06-23,Pass
392,1954-06-23,Pass
393,1954-06-23,Pass
394,1954-06-23,Pass
395,1954-06-23,Pass
396,1954-06-23,Pass
397,1954-06-23,Pass
398,1954-06-23,Pass
399,1954-06-23,Pass
400,1954-06-23,Pass
401,1954-06-23,Pass
402,1954-06-23,Pass
403,1954-06-23,Pass
404,1954-06-23,Pass
405,1954-06-26,Pass
406,1954-06-26,Pass
407,1954-06-26,Pass
408,1954-06-26,Pass
409,1954-06-26,Pass
410,1954-06-26,Pass
411,1954-06-26,Pass
412,1954-06-26,Pass
413,1954-06-26,Pass
414,1954-06-26,Pass
415,1954-06-26,Pass
416,1954-06-26,Pass
417,1954-06-26,Pass
418,1954-06-26,Pass
419,1954-06-26,Pass
420,1954-06-26,Pass
421,1954-06-26,Pass
422,1954-06-26,Pass
423,1954-06-27,Pass
424,1954-06-27,Pass
425,1954-06-27,Pass
426,1954-06-27,Pass
427,1954-06-27,Pass
428,1954-06-27,Pass
429,1954-06-27,Pass
430,1954-06-27,Pass
431,1954-06-30,Pass
432,1954-06-30,Pass
433,1954-06-30,Pass
434,1954-06-30,Pass
435,1954-06-30,Pass
436,1954-06-30,Pass
437,1954-06-30,Pass
438,1954-06-30,Pass
439,1954-06-30,Pass
440,1954-06-30,Pass
441,1954-06-30,Pass
442,1954-06-30,Pass
443,1954-06-30,Pass
444,1954-07-03,Pass
445,1954-07-03,Pass
446,1954-07-03,Pass
447,1954-07-03,Pass
448,1954-07-04,Pass
449,1954-07-04,Pass
450,1954-07-04,Pass
451,1954-07-04,Pass
452,1954-07-04,Pass
453,1958-06-08,Pass
454,1958-06-08,Pass
455,1958-06-08,Pass
456,1958-06-08,Pass
457,1958-06-08,Pass
458,1958-06-08,Pass
459,1958-06-08,Pass
460,1958-06-08,Pass
461,1958-06-08,Pass
462,1958-06-08,Pass
463,1958-06-08,Pass
464,1958-06-08,Pass
465,1958-06-08,Pass
466,1958-06-08,Pass
467,1958-06-08,Pass
468,1958-06-08,Pass
469,1958-06-08,Pass
470,1958-06-08,Pass
471,1958-06-08,Pass
472,1958-06-08,Pass
473,1958-06-08,Pass
474,1958-06-08,Pass
475,1958-06-08,Pass
476,1958-06-08,Pass
477,1958-06-08,Pass
478,1958-06-08,Pass
479,1958-06-08,Pass
480,1958-06-08,Pass
481,1958-06-08,Pass
482,1958-06-11,Pass
483,1958-06-11,Pass
484,1958-06-11,Pass
485,1958-06-11,Pass
486,1958-06-11,Pass
487,1958-06-11,Pass
488,1958-06-11,Pass
489,1958-06-11,Pass
490,1958-06-11,Pass
491,1958-06-11,Pass
492,1958-06-11,Pass
493,1958-06-11,Pass
494,1958-06-11,Pass
495,1958-06-11,Pass
496,1958-06-11,Pass
497,1958-06-11,Pass
498,1958-06-11,Pass
499,1958-06-11,Pass
500,1958-06-11,Pass
501,1958-06-11,Pass
502,1958-06-11,Pass
503,1958-06-11,Pass
504,1958-06-12,Pass
505,1958-06-12,Pass
506,1958-06-12,Pass
507,1958-06-15,Pass
508,1958-06-15,Pass
509,1958-06-15,Pass
510,1958-06-15,Pass
511,1958-06-15,Pass
512,1958-06-15,Pass
513,1958-06-15,Pass
514,1958-06-15,Pass
515,1958-06-15,Pass
516,1958-06-15,Pass
517,1958-06-15,Pass
518,1958-06-15,Pass
519,1958-06-15,Pass
520,1958-06-15,Pass
521,1958-06-15,Pass
522,1958-06-15,Pass
523,1958-06-15,Pass
524,1958-06-15,Pass
525,1958-06-15,Pass
526,1958-06-15,Pass
527,1958-06-15,Pass
528,1958-06-15,Pass
529,1958-06-15,Pass
530,1958-06-15,Pass
531,1958-06-15,Pass
532,1958-06-15,Pass
533,1958-06-15,Pass
534,1958-06-15,Pass
535,1958-06-15,Pass
536,1958-06-15,Pass
537,1958-06-17,Pass
538,1958-06-17,Pass
539,1958-06-17,Pass
540,1958-06-17,Pass
541,1958-06-17,Pass
542,1958-06-17,Pass
543,1958-06-17,Pass
544,1958-06-19,Pass
545,1958-06-19,Pass
546,1958-06-19,Pass
547,1958-06-19,Pass
548,1958-06-19,Pass
549,1958-06-19,Pass
550,1958-06-19,Pass
551,1958-06-19,Pass
552,1958-06-24,Pass
553,1958-06-24,Pass
554,1958-06-24,Pass
555,1958-06-24,Pass
556,1958-06-24,Pass
557,1958-06-24,Pass
558,1958-06-24,Pass
559,1958-06-24,Pass
560,1958-06-24,Pass
561,1958-06-24,Pass
562,1958-06-24,Pass
563,1958-06-28,Pass
564,1958-06-28,Pass
565,1958-06-28,Pass
566,1958-06-28,Pass
567,1958-06-28,Pass
568,1958-06-28,Pass
569,1958-06-28,Pass
570,1958-06-28,Pass
571,1958-06-28,Pass
572,1958-06-29,Pass
573,1958-06-29,Pass
574,1958-06-29,Pass
575,1958-06-29,Pass
576,1958-06-29,Pass
577,1958-06-29,Pass
578,1958-06-29,Pass
579,1962-05-30,Fail
580,1962-05-30,Fail
581,1962-05-30,Fail
582,1962-05-30,Fail
583,1962-05-30,Fail
584,1962-05-30,Fail
585,1962-05-30,Fail
586,1962-05-30,Fail
587,1962-05-30,Fail
588,1962-05-30,Fail
589,1962-05-31,Fail
590,1962-05-31,Fail
591,1962-05-31,Fail
592,1962-05-31,Fail
593,1962-05-31,Fail
594,1962-05-31,Fail
595,1962-06-02,Pass
596,1962-06-02,Pass
597,1962-06-02,Pass
598,1962-06-02,Pass
599,1962-06-02,Pass
600,1962-06-02,Pass
601,1962-06-02,Pass
602,1962-06-02,Pass
603,1962-06-02,Pass
604,1962-06-02,Pass
605,1962-06-03,Pass
606,1962-06-03,Pass
607,1962-06-03,Pass
608,1962-06-03,Pass
609,1962-06-03,Pass
610,1962-06-03,Pass
611,1962-06-03,Pass
612,1962-06-03,Pass
613,1962-06-03,Pass
614,1962-06-03,Pass
615,1962-06-03,Pass
616,1962-06-03,Pass
617,1962-06-03,Pass
618,1962-06-03,Pass
619,1962-06-03,Pass
620,1962-06-03,Pass
621,1962-06-03,Pass
622,1962-06-03,Pass
623,1962-06-03,Pass
624,1962-06-06,Pass
625,1962-06-06,Pass
626,1962-06-06,Pass
627,1962-06-06,Pass
628,1962-06-06,Pass
629,1962-06-06,Pass
630,1962-06-06,Pass
631,1962-06-06,Pass
632,1962-06-07,Pass
633,1962-06-07,Pass
634,1962-06-07,Pass
635,1962-06-07,Pass
636,1962-06-07,Pass
637,1962-06-07,Pass
638,1962-06-07,Pass
639,1962-06-07,Pass
640,1962-06-07,Pass
641,1962-06-07,Pass
642,1962-06-07,Pass
643,1962-06-07,Pass
644,1962-06-10,Pass
645,1962-06-10,Pass
646,1962-06-10,Pass
647,1962-06-10,Pass
648,1962-06-10,Pass
649,1962-06-10,Pass
650,1962-06-10,Pass
651,1962-06-10,Pass
652,1962-06-10,Pass
653,1962-06-13,Pass
654,1962-06-13,Pass
655,1962-06-13,Pass
656,1962-06-13,Pass
657,1962-06-13,Pass
658,1962-06-13,Pass
659,1962-06-13,Pass
660,1962-06-13,Pass
661,1962-06-13,Pass
662,1962-06-13,Pass
663,1962-06-16,Pass
664,1962-06-17,Pass
665,1962-06-17,Pass
666,1962-06-17,Pass
667,1962-06-17,Pass
668,1966-07-12,Pass
669,1966-07-12,Pass
670,1966-07-12,Pass
671,1966-07-12,Pass
672,1966-07-12,Pass
673,1966-07-12,Pass
674,1966-07-12,Pass
675,1966-07-12,Pass
676,1966-07-12,Pass
677,1966-07-12,Pass
678,1966-07-13,Pass
679,1966-07-13,Pass
680,1966-07-13,Pass
681,1966-07-13,Pass
682,1966-07-13,Pass
683,1966-07-13,Pass
684,1966-07-13,Pass
685,1966-07-13,Pass
686,1966-07-13,Pass
687,1966-07-13,Pass
688,1966-07-13,Pass
689,1966-07-15,Pass
690,1966-07-15,Pass
691,1966-07-15,Pass
692,1966-07-15,Pass
693,1966-07-15,Pass
694,1966-07-15,Pass
695,1966-07-15,Pass
696,1966-07-15,Pass
697,1966-07-15,Pass
698,1966-07-15,Pass
699,1966-07-15,Pass
700,1966-07-15,Pass
701,1966-07-16,Pass
702,1966-07-16,Pass
703,1966-07-16,Pass
704,1966-07-16,Pass
705,1966-07-16,Pass
706,1966-07-16,Pass
707,1966-07-19,Pass
708,1966-07-19,Pass
709,1966-07-19,Pass
710,1966-07-19,Pass
711,1966-07-19,Pass
712,1966-07-19,Pass
713,1966-07-19,Pass
714,1966-07-20,Pass
715,1966-07-20,Pass
716,1966-07-20,Pass
717,1966-07-20,Pass
718,1966-07-20,Pass
719,1966-07-20,Pass
720,1966-07-20,Pass
721,1966-07-20,Pass
722,1966-07-20,Pass
723,1966-07-20,Pass
724,1966-07-20,Pass
725,1966-07-20,Pass
726,1966-07-23,Pass
727,1966-07-23,Pass
728,1966-07-23,Pass
729,1966-07-23,Pass
730,1966-07-23,Pass
731,1966-07-23,Pass
732,1966-07-23,Pass
733,1966-07-23,Pass
734,1966-07-23,Pass
735,1966-07-23,Pass
736,1966-07-23,Pass
737,1966-07-23,Pass
738,1966-07-23,Pass
739,1966-07-23,Pass
740,1966-07-23,Pass
741,1966-07-23,Pass
742,1966-07-25,Pass
743,1966-07-25,Pass
744,1966-07-25,Pass
745,1966-07-26,Pass
746,1966-07-26,Pass
747,1966-07-26,Pass
748,1966-07-28,Pass
749,1966-07-28,Pass
750,1966-07-28,Pass
751,1966-07-30,Pass
752,1966-07-30,Pass
753,1966-07-30,Pass
754,1966-07-30,Pass
755,1966-07-30,Pass
756,1966-07-30,Pass
757,1970-06-02,Pass
758,1970-06-02,Pass
759,1970-06-02,Pass
760,1970-06-02,Pass
761,1970-06-02,Pass
762,1970-06-02,Pass
763,1970-06-02,Pass
764,1970-06-02,Pass
765,1970-06-03,Pass
766,1970-06-03,Pass
767,1970-06-03,Pass
768,1970-06-03,Pass
769,1970-06-03,Pass
770,1970-06-03,Pass
771,1970-06-03,Pass
772,1970-06-03,Pass
773,1970-06-03,Pass
774,1970-06-03,Pass
775,1970-06-03,Pass
776,1970-06-03,Pass
777,1970-06-06,Pass
778,1970-06-06,Pass
779,1970-06-06,Pass
780,1970-06-06,Pass
781,1970-06-06,Pass
782,1970-06-06,Pass
783,1970-06-06,Pass
784,1970-06-06,Pass
785,1970-06-06,Pass
786,1970-06-06,Pass
787,1970-06-06,Pass
788,1970-06-07,Pass
789,1970-06-07,Pass
790,1970-06-07,Pass
791,1970-06-07,Pass
792,1970-06-07,Pass
793,1970-06-07,Pass
794,1970-06-07,Pass
795,1970-06-07,Pass
796,1970-06-07,Pass
797,1970-06-07,Pass
798,1970-06-07,Pass
799,1970-06-07,Pass
800,1970-06-07,Pass
801,1970-06-07,Pass
802,1970-06-10,Pass
803,1970-06-10,Pass
804,1970-06-10,Pass
805,1970-06-10,Pass
806,1970-06-10,Pass
807,1970-06-10,Pass
808,1970-06-10,Pass
809,1970-06-10,Pass
810,1970-06-10,Pass
811,1970-06-10,Pass
812,1970-06-10,Pass
813,1970-06-10,Pass
814,1970-06-11,Pass
815,1970-06-11,Pass
816,1970-06-11,Pass
817,1970-06-11,Pass
818,1970-06-14,Pass
819,1970-06-14,Pass
820,1970-06-14,Pass
821,1970-06-14,Pass
822,1970-06-14,Pass
823,1970-06-14,Pass
824,1970-06-14,Pass
825,1970-06-14,Pass
826,1970-06-14,Pass
827,1970-06-14,Pass
828,1970-06-14,Pass
829,1970-06-14,Pass
830,1970-06-14,Pass
831,1970-06-14,Pass
832,1970-06-14,Pass
833,1970-06-14,Pass
834,1970-06-14,Pass
835,1970-06-17,Pass
836,1970-06-17,Pass
837,1970-06-17,Pass
838,1970-06-17,Pass
839,1970-06-17,Pass
840,1970-06-17,Pass
841,1970-06-17,Pass
842,1970-06-17,Pass
843,1970-06-17,Pass
844,1970-06-17,Pass
845,1970-06-17,Pass
846,1970-06-20,Pass
847,1970-06-21,Pass
848,1970-06-21,Pass
849,1970-06-21,Pass
850,1970-06-21,Pass
851,1970-06-21,Pass
852,1974-06-14,Pass
853,1974-06-14,Pass
854,1974-06-14,Pass
855,1974-06-14,Pass
856,1974-06-14,Pass
857,1974-06-15,Pass
858,1974-06-15,Pass
859,1974-06-15,Pass
860,1974-06-15,Pass
861,1974-06-15,Pass
862,1974-06-15,Pass
863,1974-06-15,Pass
864,1974-06-15,Pass
865,1974-06-15,Pass
866,1974-06-15,Pass
867,1974-06-15,Pass
868,1974-06-18,Pass
869,1974-06-18,Pass
870,1974-06-18,Pass
871,1974-06-18,Pass
872,1974-06-18,Pass
873,1974-06-18,Pass
874,1974-06-18,Pass
875,1974-06-18,Pass
876,1974-06-18,Pass
877,1974-06-18,Pass
878,1974-06-18,Pass
879,1974-06-18,Pass
880,1974-06-18,Pass
881,1974-06-18,Pass
882,1974-06-19,Pass
883,1974-06-19,Pass
884,1974-06-19,Pass
885,1974-06-19,Pass
886,1974-06-19,Pass
887,1974-06-19,Pass
888,1974-06-19,Pass
889,1974-06-19,Pass
890,1974-06-19,Pass
891,1974-06-19,Pass
892,1974-06-19,Pass
893,1974-06-22,Pass
894,1974-06-22,Pass
895,1974-06-22,Pass
896,1974-06-22,Pass
897,1974-06-22,Pass
898,1974-06-22,Pass
899,1974-06-23,Pass
900,1974-06-23,Pass
901,1974-06-23,Pass
902,1974-06-23,Pass
903,1974-06-23,Pass
904,1974-06-23,Pass
905,1974-06-23,Pass
906,1974-06-23,Pass
907,1974-06-23,Pass
908,1974-06-23,Pass
909,1974-06-23,Pass
910,1974-06-23,Pass
911,1974-06-23,Pass
912,1974-06-23,Pass
913,1974-06-23,Pass
914,1974-06-23,Pass
915,1974-06-26,Pass
916,1974-06-26,Pass
917,1974-06-26,Pass
918,1974-06-26,Pass
919,1974-06-26,Pass
920,1974-06-26,Pass
921,1974-06-26,Pass
922,1974-06-26,Pass
923,1974-06-30,Pass
924,1974-06-30,Pass
925,1974-06-30,Pass
926,1974-06-30,Pass
927,1974-06-30,Pass
928,1974-06-30,Pass
929,1974-06-30,Pass
930,1974-06-30,Pass
931,1974-06-30,Pass
932,1974-06-30,Pass
933,1974-06-30,Pass
934,1974-06-30,Pass
935,1974-06-30,Pass
936,1974-06-30,Pass
937,1974-07-03,Pass
938,1974-07-03,Pass
939,1974-07-03,Pass
940,1974-07-03,Pass
941,1974-07-03,Pass
942,1974-07-03,Pass
943,1974-07-03,Pass
944,1974-07-03,Pass
945,1974-07-06,Pass
946,1974-07-07,Pass
947,1974-07-07,Pass
948,1974-07-07,Pass
949,1978-06-02,Pass
950,1978-06-02,Pass
951,1978-06-02,Pass
952,1978-06-02,Pass
953,1978-06-02,Pass
954,1978-06-02,Pass
955,1978-06-02,Pass
956,1978-06-02,Pass
957,1978-06-02,Pass
958,1978-06-02,Pass
959,1978-06-03,Pass
960,1978-06-03,Pass
961,1978-06-03,Pass
962,1978-06-03,Pass
963,1978-06-03,Pass
964,1978-06-03,Pass
965,1978-06-03,Pass
966,1978-06-03,Pass
967,1978-06-03,Pass
968,1978-06-03,Pass
969,1978-06-03,Pass
970,1978-06-03,Pass
971,1978-06-06,Pass
972,1978-06-06,Pass
973,1978-06-06,Pass
974,1978-06-06,Pass
975,1978-06-06,Pass
976,1978-06-06,Pass
977,1978-06-06,Pass
978,1978-06-06,Pass
979,1978-06-06,Pass
980,1978-06-06,Pass
981,1978-06-06,Pass
982,1978-06-06,Pass
983,1978-06-06,Pass
984,1978-06-06,Pass
985,1978-06-07,Pass
986,1978-06-07,Pass
987,1978-06-07,Pass
988,1978-06-10,Pass
989,1978-06-10,Pass
990,1978-06-10,Pass
991,1978-06-10,Pass
992,1978-06-10,Pass
993,1978-06-10,Pass
994,1978-06-10,Pass
995,1978-06-10,Pass
996,1978-06-10,Pass
997,1978-06-11,Pass
998,1978-06-11,Pass
999,1978-06-11,Pass
1000,1978-06-11,Pass
1001,1978-06-11,Pass
1002,1978-06-11,Pass
1003,1978-06-11,Pass
1004,1978-06-11,Pass
1005,1978-06-11,Pass
1006,1978-06-11,Pass
1007,1978-06-11,Pass
1008,1978-06-11,Pass
1009,1978-06-14,Pass
1010,1978-06-14,Pass
1011,1978-06-14,Pass
1012,1978-06-14,Pass
1013,1978-06-14,Pass
1014,1978-06-14,Pass
1015,1978-06-14,Pass
1016,1978-06-14,Pass
1017,1978-06-14,Pass
1018,1978-06-14,Pass
1019,1978-06-14,Pass
1020,1978-06-18,Pass
1021,1978-06-18,Pass
1022,1978-06-18,Pass
1023,1978-06-18,Pass
1024,1978-06-18,Pass
1025,1978-06-18,Pass
1026,1978-06-21,Pass
1027,1978-06-21,Pass
1028,1978-06-21,Pass
1029,1978-06-21,Pass
1030,1978-06-21,Pass
1031,1978-06-21,Pass
1032,1978-06-21,Pass
1033,1978-06-21,Pass
1034,1978-06-21,Pass
1035,1978-06-21,Pass
1036,1978-06-21,Pass
1037,1978-06-21,Pass
1038,1978-06-21,Pass
1039,1978-06-21,Pass
1040,1978-06-21,Pass
1041,1978-06-21,Pass
1042,1978-06-21,Pass
1043,1978-06-21,Pass
1044,1978-06-24,Pass
1045,1978-06-24,Pass
1046,1978-06-24,Pass
1047,1978-06-25,Pass
1048,1978-06-25,Pass
1049,1978-06-25,Pass
1050,1978-06-25,Pass
1051,1982-06-13,Pass
1052,1982-06-14,Pass
1053,1982-06-14,Pass
1054,1982-06-14,Pass
1055,1982-06-15,Pass
1056,1982-06-15,Pass
1057,1982-06-15,Pass
1058,1982-06-15,Pass
1059,1982-06-15,Pass
1060,1982-06-15,Pass
1061,1982-06-15,Pass
1062,1982-06-15,Pass
1063,1982-06-15,Pass
1064,1982-06-15,Pass
1065,1982-06-15,Pass
1066,1982-06-15,Pass
1067,1982-06-15,Pass
1068,1982-06-15,Pass
